id,title,subtitle,content,table_content,url,meta_data,질문,답,테이블
10025,일반/특별휴학 및 복학,일반휴학,"재학 중 개인적인 이유로 다음 학기에 학교를 다니지 않겠다고 의사표시를 하는 것이며, 학사일정에서 정한 휴학신청 기간에 학사서비스(GLS)를 통해 신청해야 합니다.",,https://www.skku.edu/_res/skku/etc/2022_p4.pdf,-1,일반 휴학 신청 방법,학사일정에서 정한 휴학신청 기간에 학사서비스(GLS)를 통해 신청해야 합니다.,0
10026,일반/특별휴학 및 복학,일반휴학// 등록 전 일반휴학," - 학기 개시 전 일반휴학 신청 기간부터 최종등록 기간까지 신청 가능합니다.- 학사서비스(GLS)를 통해서만 신청 가능하며, 신입생, 편입생, 재입학생의 등록 첫 학기는 휴학이 불가합니다.(단, 신청 시 3차 의료기관에서 발급한 4주 이상의 진단서를 첨부할 경우 예외적으로 허용 가능합니다.)",,https://www.skku.edu/_res/skku/etc/2022_p4.pdf,-1,신입생 휴학,"신입생, 편입생, 재입학생의 등록 첫 학기는 휴학이 불가합니다.(단, 신청 시 3차 의료기관에서 발급한 4주 이상의 진단서를 첨부할 경우 예외적으로 허용 가능합니다.)",0
10027,일반/특별휴학 및 복학,일반휴학// 등록 후 일반휴학," - 등록금을 납부한 학생은 학사서비스(GLS)를 통해서 수업일수 3/4선까지 휴학 신청이 가능하며, 등록금 반환기준에 따라 등록금이 환불됩니다.- 분할납부자 중 등록금 일부를 미리 낸 학생은 잔여 등록금을 납부해야만 학기 중 일반휴학이 가능합니다.",<s>반환사유발생일<t>반환금액<n>학기  개시일  30일  경과  전<t>입학금을  제외한  등록금  전액<n>학기  개시일  30일  경과한  날로부터  60일  경과  전<t>입학금을  제외한  등록금의  2/3  해당액<n>학기  개시일  60일  경과한  날로부터  90일  경과  전<t>입학금을  제외한  등록금의  1/2  해당액<n>학기  개시일  90일  경과  후<t>반환하지  아니함,https://www.skku.edu/_res/skku/etc/2022_p4.pdf,1,휴학 등록금 반환,"등록금을 납부한 학생은 학사서비스(GLS)를 통해서 수업일수 3/4선까지 휴학 신청이 가능하며, 등록금 반환기준에 따라 등록금이 환불됩니다.- 분할납부자 중 등록금 일부를 미리 낸 학생은 잔여 등록금을 납부해야만 학기 중 일반휴학이 가능합니다.",1
10028,일반/특별휴학 및 복학,일반휴학// 일반휴학 가능 학기 제한," - 휴학 신청은 1회에 최대 2개 학기까지 가능합니다. - 일반휴학은 학사과정은 6개 학기(의과대학 8개 학기), 석사 및 박사과정은 3개 일반/특별휴학및복학학기(특수대학원 석사과정 4개 학기), 석박통합과정은 6개 학기까지 가능합니다.- 재입학한 학생의 제적 전 휴학 학기 수는 재학 중 사용가능한 휴학 학기 수에 포함됩니다.- 입대휴학 및 특별휴학(임신·출산·육아휴학, 창업휴학)은 사용가능한 일반휴학 학기 수 산정 시 제외됩니다.",,https://www.skku.edu/_res/skku/etc/2022_p4.pdf,-1,휴학할 수 있는 학기 수," - 휴학 신청은 1회에 최대 2개 학기까지 가능합니다. - 일반휴학은 학사과정은 6개 학기(의과대학 8개 학기), 석사 및 박사과정은 3개 일반/특별휴학및복학학기(특수대학원 석사과정 4개 학기), 석박통합과정은 6개 학기까지 가능합니다.- 재입학한 학생의 제적 전 휴학 학기 수는 재학 중 사용가능한 휴학 학기 수에 포함됩니다.- 입대휴학 및 특별휴학(임신·출산·육아휴학, 창업휴학)은 사용가능한 일반휴학 학기 수 산정 시 제외됩니다.",0
10029,일반/특별휴학 및 복학,특별휴학,"임신·출산·육아를 사유로 휴학을 할 수 있으며, 창업 준비나 운영 등을 위하여 휴학 신청이 가능합니다.",,https://www.skku.edu/_res/skku/etc/2022_p4.pdf,-1,특별 휴학이란,"임신·출산·육아를 사유로 휴학을 할 수 있으며, 창업 준비나 운영 등을 위하여 휴학 신청이 가능합니다.",0
10030,일반/특별휴학 및 복학,특별휴학// 임신‧출산‧육아휴학," - 1회 신청 시 최대 2개 학기까지 휴학이 가능하며 재학 중 총 4개 학기까지 휴학할 수 있습니다. (육아를 사유로 휴학하는 경우 만 8세 이하의 자녀가 있는 부모 중 1명만 휴학할 수 있습니다.)- 임신․출산․육아휴학 역시 학사서비스(GLS)를 통해 신청하여야 하며, 신청 시 진단서 또는 가족관계증명서를 첨부하여야 합니다.- 등록한 학기 중 임신․출산․육아휴학을 신청하는 경우 등록금은 복학하는 학기로 이월되어 무료복학 대상이 되며 등록금 분할납부자는 잔액을 납부한 후 휴학이 가능합니다.",,https://www.skku.edu/_res/skku/etc/2022_p4.pdf,-1,임신 휴학," - 1회 신청 시 최대 2개 학기까지 휴학이 가능하며 재학 중 총 4개 학기까지 휴학할 수 있습니다. (육아를 사유로 휴학하는 경우 만 8세 이하의 자녀가 있는 부모 중 1명만 휴학할 수 있습니다.)- 임신․출산․육아휴학 역시 학사서비스(GLS)를 통해 신청하여야 하며, 신청 시 진단서 또는 가족관계증명서를 첨부하여야 합니다.- 등록한 학기 중 임신․출산․육아휴학을 신청하는 경우 등록금은 복학하는 학기로 이월되어 무료복학 대상이 되며 등록금 분할납부자는 잔액을 납부한 후 휴학이 가능합니다.",0
10031,일반/특별휴학 및 복학,특별휴학// 창업휴학," - 1회 신청 시 1학기 휴학이 가능하며 재학 중 총 4개 학기까지 휴학할 수 있습니다.- 창업휴학신청기간은 일반휴학신청과는 달리 소정의 기간(별도 공지사항 확인)에 신청할 수 있습니다. - 2018년 7월 1일부터 창업휴학업무는 창업지원단에서 담당하고 있습니다.- 따라서 신청학생은 창업휴학신청서와 함께 사업자등록증, 사업계획서 등을 창업지원단행정실에 제출하면 됩니다. 소속 대학행정실을 방문하실 필요가 없습니다. - 창업지원단 창업교육·학사관리위원회에서 제출 서류를 기본으로 창업휴학 자격을 심의하고, 심의에 통과되면, 소속 대학행정실에서 최종적으로 창업휴학을 승인합니다.",,https://www.skku.edu/_res/skku/etc/2022_p4.pdf,-1,창업 휴학 학기 수, - 1회 신청 시 1학기 휴학이 가능하며 재학 중 총 4개 학기까지 휴학할 수 있습니다,0
10032,일반/특별휴학 및 복학,일반복학,일반휴학 및 특별휴학 기간이 만료되면 다시 재학하기 위하여 복학 신청해야합니다. 해당학기 학사일정에 정해진 휴·복학 기간 내 학사서비스(GLS)를 통해 복학 신청이 가능합니다. ,,https://www.skku.edu/_res/skku/etc/2022_p4.pdf,-1,복학 신청 하는법,해당학기 학사일정에 정해진 휴·복학 기간 내 학사서비스(GLS)를 통해 복학 신청이 가능합니다. ,0
10033,일반/특별휴학 및 복학,일반복학// 일반복학자의 등록," - 복학 신청하여 승인된 학생은 학사일정에 정한 기간에 수강신청과 등록금 납부를 모두 마쳐야 합니다.- 수강신청은 복학 신청 후 등록금 납부 전이라도 가능하며, 등록금 납부는 개강 후에 있는 추가 등록기간까지 가능합니다.",,https://www.skku.edu/_res/skku/etc/2022_p4.pdf,-1,복학생 수강신청," - 복학 신청하여 승인된 학생은 학사일정에 정한 기간에 수강신청과 등록금 납부를 모두 마쳐야 합니다.- 수강신청은 복학 신청 후 등록금 납부 전이라도 가능하며, 등록금 납부는 개강 후에 있는 추가 등록기간까지 가능합니다.",0
10034,일반/특별휴학 및 복학,일반복학// 일반복학의 제한," - 대계열로 입학한 학사과정 신입학생 중 학과진입을 하지 않은 상태에서 일반휴학한 학생은 반드시 학기를 맞춰 복학하여야 하며, 이 학기가 맞지 않을 경우 복학(엇학기복학)할 수 없습니다.",,https://www.skku.edu/_res/skku/etc/2022_p4.pdf,-1,계열제 엇학기," - 대계열로 입학한 학사과정 신입학생 중 학과진입을 하지 않은 상태에서 일반휴학한 학생은 반드시 학기를 맞춰 복학하여야 하며, 이 학기가 맞지 않을 경우 복학(엇학기복학)할 수 없습니다.",0
10035,입대휴학 및 제대복학,입대휴학,"대한민국 국민의 병역의무 이행으로 인하여 학업에 임할 수 없는 기간에 휴학하는 것으로 입대 전에 학사서비스(GLS)로 신청하여야 하며, 입대일자부터 입대휴학이 시작됩니다.",,https://www.skku.edu/_res/skku/etc/2022_p5.pdf,-1,입대 휴학이란,"대한민국 국민의 병역의무 이행으로 인하여 학업에 임할 수 없는 기간에 휴학하는 것으로 입대 전에 학사서비스(GLS)로 신청하여야 하며, 입대일자부터 입대휴학이 시작됩니다.",0
10036,,입대휴학// 입대휴학 신청 방법 및 제출서류," - 입대일 4주 전부터 학사서비스(GLS)로 신청이 가능하며, 입영통지서 등 입대휴학 증빙서류를 신청 시 첨부파일로 제출해야 합니다.- 입대휴학 신청 없이 입대할 경우, 제적처리 될 수 있습니다.",,https://www.skku.edu/_res/skku/etc/2022_p5.pdf,-1,입대 휴학 서류," - 입대일 4주 전부터 학사서비스(GLS)로 신청이 가능하며, 입영통지서 등 입대휴학 증빙서류를 신청 시 첨부파일로 제출해야 합니다.- 입대휴학 신청 없이 입대할 경우, 제적처리 될 수 있습니다.",0
10037,,"입대휴학// 입대휴학 신청자의 귀향, 입영기일 연기 등에 따른 의무사항"," - 입대 후 훈련소에서의 신체검사 재검 등의 사유로 귀향조치 되거나, 본인 신청, 기타의 사유로 입영연기 조치를 받은 경우에는 7일 이내에 귀향증 등 증빙서류를 소속 대학행정실로 제출하여야 합니다.- 재학상태에서 입대휴학 한 학생이 귀향 또는 입영연기 조치된 경우 다시 재학생 신분으로 환원되므로 즉각 학업에 복귀하여 해당 학기 수업 및 시험에 참여하여야 합니다. - 귀향 또는 입영연기 조치되었음에도 신고를 하지 않은 채 학업에 복귀하지 않을 경우, 제적 등 불이익이 발생할 수 있으니 유의하시기 바랍니다.",,https://www.skku.edu/_res/skku/etc/2022_p5.pdf,-1,입대 휴학 입영 연기," - 입대 후 훈련소에서의 신체검사 재검 등의 사유로 귀향조치 되거나, 본인 신청, 기타의 사유로 입영연기 조치를 받은 경우에는 7일 이내에 귀향증 등 증빙서류를 소속 대학행정실로 제출하여야 합니다.- 재학상태에서 입대휴학 한 학생이 귀향 또는 입영연기 조치된 경우 다시 재학생 신분으로 환원되므로 즉각 학업에 복귀하여 해당 학기 수업 및 시험에 참여하여야 합니다. - 귀향 또는 입영연기 조치되었음에도 신고를 하지 않은 채 학업에 복귀하지 않을 경우, 제적 등 불이익이 발생할 수 있으니 유의하시기 바랍니다.",0
10038,입대휴학 및 제대복학,입대휴학자학점인정,"학생이 수업일수 3/4선 경과 후 종강일 이내에 입대휴학 할 경우, 지금까지 다닌 학기의 성적을 받고 복학 후 다음 학기를 등록할 것인지, 아니면 지금까지 다닌 학기의 성적을 포기하고 복학 후에 해당 학기를 다시 이수할 것인지에 대한 의사표시를 하는 제도입니다.",,https://www.skku.edu/_res/skku/etc/2022_p5.pdf,-1,입대휴학 학점 인정이란,"학생이 수업일수 3/4선 경과 후 종강일 이내에 입대휴학 할 경우, 지금까지 다닌 학기의 성적을 받고 복학 후 다음 학기를 등록할 것인지, 아니면 지금까지 다닌 학기의 성적을 포기하고 복학 후에 해당 학기를 다시 이수할 것인지에 대한 의사표시를 하는 제도입니다.",0
10039,,입대휴학자학점인정// 휴학하는 학기의 성적인정을 희망한 경우," - 휴학하는 학기의 성적은 정상적으로 부과되며, 차후 복학 시 등록금을 납부하여야 합니다. - 입대 전 학생 스스로 각 과목별로 담당 교강사와 상의하여 입대 후 성적을 평가받을 수 있도록 조치(개별시험, 리포트제출, 개별발표 등)를 취해야 합니다.- 교과목 담당교수가 중간시험성적, 출석 상황, 과제보고서 및 평소의 학습 등을 감안하여 평가한 성적이 그대로 부과됩니다",,https://www.skku.edu/_res/skku/etc/2022_p5.pdf,-1,입대휴학 학점 인정," - 휴학하는 학기의 성적은 정상적으로 부과되며, 차후 복학 시 등록금을 납부하여야 합니다. - 입대 전 학생 스스로 각 과목별로 담당 교강사와 상의하여 입대 후 성적을 평가받을 수 있도록 조치(개별시험, 리포트제출, 개별발표 등)를 취해야 합니다.- 교과목 담당교수가 중간시험성적, 출석 상황, 과제보고서 및 평소의 학습 등을 감안하여 평가한 성적이 그대로 부과됩니다",0
10040,,입대휴학자학점인정// 휴학하는 학기의 성적불인정을 희망한 경우,". - 교과목 담당 교강사가 성적을 부과하여도 해당 학기 성적을 인정하지 않습니다. - 휴학 당시의 학기를 다시 재학하여야 하므로, 제대복학 후 무료복학 대상자로 조치합니다. ",,https://www.skku.edu/_res/skku/etc/2022_p5.pdf,-1,입대휴학 학점 포기,". - 교과목 담당 교강사가 성적을 부과하여도 해당 학기 성적을 인정하지 않습니다. - 휴학 당시의 학기를 다시 재학하여야 하므로, 제대복학 후 무료복학 대상자로 조치합니다. ",0
10041,,입대휴학자학점인정// 신청 방법, - 학사서비스(GLS)에서 입대휴학 신청 시 인정여부를 결정하여 입대휴학을 신청합니다.,,https://www.skku.edu/_res/skku/etc/2022_p5.pdf,-1,입대휴학 학점 인정 방법, - 학사서비스(GLS)에서 입대휴학 신청 시 인정여부를 결정하여 입대휴학을 신청합니다.,0
10042,입대휴학 및 제대복학,제대복학,"입대휴학하여 병역의 의무를 필한 학생이 제대 후 다시 학교로 복귀하겠다는 의사를 표시하는 것이며, 제대일이 포함된 학기의 개시일로부터 1년 이내의 복학신청 기간에 복학신청을 해야 합니다.",,https://www.skku.edu/_res/skku/etc/2022_p5.pdf,-1,제대 복학 기간,제대일이 포함된 학기의 개시일로부터 1년 이내의 복학신청 기간에 복학신청을 해야 합니다.,0
10043,,제대복학// 제대복학 준비서류, - 병적사항이 기재된 본인 주민등록 초본 1부 또는 전역증/병적증명서,,https://www.skku.edu/_res/skku/etc/2022_p5.pdf,-1,제대 복학 서류, - 병적사항이 기재된 본인 주민등록 초본 1부 또는 전역증/병적증명서,0
10044,,제대복학// 제대복학 절차, - 학사일정에 정해져 있는 복학기간에 제대복학 준비서류를 첨부하여 학사서비스(GLS)를 통해 신청하여야 하고 등록 및 수강신청을 모두 마쳐야 합니다.- 증빙서류 미제출 시 복학 신청 및 수강신청 사항이 일괄 삭제될 수 있습니다.,,https://www.skku.edu/_res/skku/etc/2022_p5.pdf,-1,제대 복학하는법, - 학사일정에 정해져 있는 복학기간에 제대복학 준비서류를 첨부하여 학사서비스(GLS)를 통해 신청하여야 하고 등록 및 수강신청을 모두 마쳐야 합니다.- 증빙서류 미제출 시 복학 신청 및 수강신청 사항이 일괄 삭제될 수 있습니다.,1
10045,,제대복학// 개강 후의 제대복학의 최종기한," - 휴가를 이용하여 전역 전에 실질적인 수업참여가 가능해 수업일수(3/4)를 채울 수 있는 경우에는 수업일수 1/4선을 초과하여 전역할 경우에도 조기 제대복학이 가능합니다. 단, 복무기간 종료 예정일이 해당 학기 수업일수의 2/4 경과 후에 있는 자는 복학을 신청할 수 없습니다.- 전역일이 수업일수 1/4 이내 전역예정자의 경우 전역예정증명서를, 전역일이 수업일수 1/4 경과 후 2/4 이내 전역예정자의 경우 전역예정증명서와 휴가증(휴가증 발급이 불가할 경우 부대장 확인서)을 학사서비스(GLS)에 첨부하여야 합니다.- 전역예정증명서를 제출한 학생의 경우 복무기간 종료 후 학사서비스(GLS)를 통해 전역증 혹은 전역일자가 기재된 주민등록 초본을 추가 제출하여야 합니다.",,https://www.skku.edu/_res/skku/etc/2022_p5.pdf,-1,조기 제대 복학 방법," - 휴가를 이용하여 전역 전에 실질적인 수업참여가 가능해 수업일수(3/4)를 채울 수 있는 경우에는 수업일수 1/4선을 초과하여 전역할 경우에도 조기 제대복학이 가능합니다. 단, 복무기간 종료 예정일이 해당 학기 수업일수의 2/4 경과 후에 있는 자는 복학을 신청할 수 없습니다.- 전역일이 수업일수 1/4 이내 전역예정자의 경우 전역예정증명서를, 전역일이 수업일수 1/4 경과 후 2/4 이내 전역예정자의 경우 전역예정증명서와 휴가증(휴가증 발급이 불가할 경우 부대장 확인서)을 학사서비스(GLS)에 첨부하여야 합니다.- 전역예정증명서를 제출한 학생의 경우 복무기간 종료 후 학사서비스(GLS)를 통해 전역증 혹은 전역일자가 기재된 주민등록 초본을 추가 제출하여야 합니다.",0
